"","roll_belt","pitch_belt","yaw_belt","total_accel_belt","gyros_belt_x","gyros_belt_y","gyros_belt_z","accel_belt_x","accel_belt_y","accel_belt_z","magnet_belt_x","magnet_belt_y","magnet_belt_z","roll_arm","pitch_arm","yaw_arm","total_accel_arm","gyros_arm_x","gyros_arm_y","gyros_arm_z","accel_arm_x","accel_arm_y","accel_arm_z","magnet_arm_x","magnet_arm_y","magnet_arm_z","roll_dumbbell","pitch_dumbbell","yaw_dumbbell","total_accel_dumbbell","gyros_dumbbell_x","gyros_dumbbell_y","gyros_dumbbell_z","accel_dumbbell_x","accel_dumbbell_y","accel_dumbbell_z","magnet_dumbbell_x","magnet_dumbbell_y","magnet_dumbbell_z","roll_forearm","pitch_forearm","yaw_forearm","total_accel_forearm","gyros_forearm_x","gyros_forearm_y","gyros_forearm_z","accel_forearm_x","accel_forearm_y","accel_forearm_z","magnet_forearm_x","magnet_forearm_y","magnet_forearm_z","classe"
"6593",1.84,7.54,-92.7,3,0.06,-0.02,-0.02,-22,6,19,6,602,-317,73,-41.4,29.7,14,-2.44,0.4,0.03,63,49,-113,737,-82,191,70.54923939,85.56487909,9.786155686,23,0.11,-0.67,0.08,170,146,22,65,622,-33,117,-25.7,109,38,0.03,0.08,-0.02,140,248,-238,-142,698,449,"B"
"4529",115,20.3,-9.26,17,0.1,0.1,-0.15,-22,60,-157,9,605,-319,-111,-42.2,-67.1,22,0.37,-0.79,0.8,-189,-100,43,7,134,667,-98.60500367,-45.20157234,34.42721092,5,0.42,0.06,-0.33,-22,-42,17,-529,330,-161,-26.2,19.1,-163,34,0.51,-3.18,-0.28,-327,39,7,-685,333,480,"A"
"3853",1.37,4.3,-89,5,-0.08,0.02,0.03,-12,3,43,36,627,-306,0,0,0,15,2.71,-1.45,0.59,22,118,-77,665,94,299,65.44523694,-40.381952,-76.04451193,32,0.79,0.26,-0.75,-122,189,-214,-487,402,-56,107,-5.32,96.6,34,-0.98,3.87,-0.13,163,260,-130,-341,810,904,"A"
"9853",0.94,2.96,-88.5,3,-0.02,0,-0.02,-7,1,26,33,566,-416,132,-19.8,-64.3,38,-3.18,0.8,0.39,77,26,-365,317,-255,-478,-101.5169348,-38.22207697,-38.22207697,5,-0.03,-0.24,0.08,-18,-41,-18,-504,126,275,-175,22.9,71.6,42,-0.02,-3.28,-0.85,-16,371,167,-362,973,-536,"C"
"14707",0.55,5.02,-88.4,5,0.02,0,0,-15,2,46,44,631,-310,0,0,0,17,2.67,-1.35,0.8,110,71,-101,738,-37,110,62.54677042,-51.43152885,-70.01999252,29,0.35,0.26,-0.43,-142,169,-186,-485,361,86,148,27.4,129,32,0.05,0.06,0.07,-138,229,-173,-629,567,646,"D"
"9659",122,25.2,-6.06,19,-0.45,-0.02,-0.48,-36,72,-172,14,587,-373,80.5,-33.1,95.9,20,-2.42,0.67,0.08,131,17,142,180,282,567,2.256947298,35.73545474,121.2665397,9,0.26,-0.05,-0.2,31,2,83,540,-491,-63,130,18.9,107,36,-0.48,2.38,0.33,-19,320,-147,-525,737,717,"C"
"10229",1.38,4.55,-92,3,-0.02,0.02,-0.02,-12,2,23,0,602,-318,74,-1.62,96.4,29,-2.15,0.71,-0.26,-207,185,36,-87,338,579,-133.1364684,-8.336563652,22.3917434,4,-0.02,0.34,0.41,-3,-35,8,-584,202,18,148,3.21,95.7,38,-0.39,-0.13,-0.23,118,264,-237,-157,711,464,"C"
"1677",1.29,6.07,-88,3,0.03,0,0,-13,4,29,55,577,-426,75.3,43.3,88.7,30,0.05,-0.02,0.03,-220,153,-115,-342,224,599,11.85790659,-61.30623892,94.29405816,38,0.21,-0.1,0,-214,44,301,-438,230,308,158,-61.9,142,36,-0.22,-0.21,0.3,-57,279,211,-467,981,-394,"A"
"16160",138,-34.4,145,21,-0.1,-0.02,-0.36,27,50,-195,158,600,-396,-75.6,-31.1,45.7,32,-2.86,1,1.3,18,-147,-274,536,-177,-422,66.40802866,-25.16726838,-84.36477375,16,0.31,-0.31,-0.2,-40,99,-120,-542,278,76,0,0,0,52,1.7,-2.46,0.13,27,506,2,-266,819,679,"E"
"9469",122,25.7,-4.17,19,-0.39,-0.03,-0.41,-38,68,-174,-4,584,-373,111,52.6,90.4,11,-1.19,0.18,-0.2,21,18,100,-277,338,543,-91.46731674,-43.42430738,45.75595762,15,0.43,-0.95,-0.11,-60,-113,63,248,-707,-106,161,38.5,-141,26,-0.9,3.13,1.67,-85,-66,-227,-406,-396,175,"C"
"2643",1.41,7.38,-94.1,4,0.03,0,0,-23,4,26,-8,608,-304,-138,9.92,-167,34,0.02,-0.02,-0.02,-288,113,-123,-366,329,512,127.6547602,-20.65411303,20.65411303,1,0.26,0.27,-0.21,-3,14,3,-533,329,-42,14.5,-63.5,-138,36,-0.02,-0.02,-0.07,192,202,-215,-10,657,468,"A"
"957",127,-40.3,162,18,-0.1,0.13,-0.26,59,40,-159,175,605,-327,-64.3,15.7,-142,27,0.03,-0.24,0.51,-265,-47,-7,-260,275,606,31.86570712,-29.38578808,-112.9989245,17,0.19,0.13,0.03,-49,53,-153,-591,228,1,0,0,0,40,0.61,2.91,2.76,25,250,-295,106,353,-586,"A"
"2303",0.84,4.93,-87.9,5,0.02,0.02,0.02,-19,3,42,58,635,-310,0,0,0,38,0.03,-0.05,0.05,-279,156,-192,-424,455,371,45.90916202,-50.80194934,-85.26011275,31,0.39,0.16,-0.36,-146,133,-226,-563,293,-13,49.2,-61.8,166,32,0.02,-0.03,0.05,224,93,-198,134,534,692,"A"
"5559",1.16,7.39,-93.4,3,0.05,-0.02,-0.05,-18,3,23,5,607,-302,81.9,43.6,74.6,31,-1.11,0.47,-0.28,-259,147,-34,-277,357,535,131.6108273,-19.47776427,16.19979546,3,0,-0.06,-0.16,-6,30,5,-533,327,-57,60.3,-49.7,-169,46,0.39,-1.28,0.16,105,381,-220,-119,696,449,"A"
"9978",1.37,1.78,-88.2,2,-0.06,0,0.02,-7,3,20,32,567,-427,103,-36.4,2.18,28,-0.75,-0.22,0.18,125,58,-239,740,-102,1,-19.36583004,-19.36583004,-129.5153528,1,-0.02,0.21,0.08,-2,-2,-10,-496,153,257,168,7.81,-3.92,27,-0.21,3.29,0.1,160,78,195,569,-509,63,"C"
"4343",108,26.6,-18.2,17,0.1,0.13,-0.16,-14,62,-153,32,620,-307,-173,-69.9,45.1,32,0.24,-0.5,0.72,-297,-42,-73,-411,285,511,-138.3260375,-15.57553068,10.36027759,4,-0.06,0.21,-0.13,-6,-38,4,-542,293,-175,-3.5,-3.47,-81.3,2,-0.1,0.03,0,12,-9,-5,81,587,439,"A"
"10106",0.68,2.39,-88.4,2,0.02,0,-0.02,-7,4,22,38,563,-429,97.7,-40.9,-5.4,33,-1.38,-0.13,0.49,156,49,-275,726,-69,-96,77.05444936,-40.93519194,-63.97841737,1,0.22,-0.08,-0.13,-4,7,-6,-493,165,265,171,13,-25.3,24,-0.79,0.5,0.84,134,-105,158,486,-625,23,"C"
"1393",121,-43.9,174,18,0.13,0.11,-0.16,47,48,-158,166,613,-304,109,82.4,57.7,26,0.95,-0.77,1.05,-253,-50,28,-183,245,633,52.71957657,-28.39418436,-95.71552689,18,0.22,0.14,-0.02,-49,88,-143,-529,324,9,0,0,0,39,1.06,0.74,0.52,8,383,-41,-85,747,512,"A"
"4195",124,-42.4,165,17,0.1,0.13,-0.18,48,44,-155,167,609,-305,-52.4,18.8,-130,26,0.66,-0.87,1.23,-244,-69,1,-222,191,657,41.12953979,-29.79916308,-105.1783319,16,0.19,-0.13,-0.1,-47,64,-139,-583,238,33,0,0,0,38,0.82,0.79,0.2,8,368,-49,-65,723,465,"A"
"1576",121,-43.6,172,17,0.14,0.11,-0.16,47,45,-157,169,609,-286,30.3,5.57,-11.8,4,2.26,-1.4,0.79,-32,-6,26,519,198,399,55.94786374,-30.35659536,-91.5826557,17,0.1,0.03,-0.1,-49,87,-130,-542,303,26,0,0,0,49,0.63,2.54,1.16,-200,437,41,-600,731,816,"A"
"17633",1.04,2.22,-87,3,0.13,0.02,0,-10,3,28,42,571,-419,85.3,4.24,122,33,0.02,-0.08,0.2,-235,159,-145,-393,278,544,43.78564991,32.36185653,101.2197011,8,-0.02,-0.1,0.28,24,32,64,-415,234,316,180,18.8,-78,24,-0.47,2.68,1.21,1,-145,186,276,-838,147,"E"
"6250",0.49,2.1,-88.5,3,0.03,0,-0.07,0,1,30,31,568,-425,126,-25,-59.5,36,-2.71,0.72,-0.11,99,48,-340,373,-170,-493,50.1200529,46.24687093,85.57121418,9,1.41,-1.03,-0.57,39,42,66,-197,334,399,174,18,-93.6,23,0.16,-3.71,-0.87,11,-118,196,38,-689,85,"B"
"11102",0.65,4.35,-87.6,4,0.14,0.03,0.02,-16,12,37,52,626,-313,0,0,0,33,2.18,-1.12,1.57,-255,195,-58,-74,370,564,52.00245216,-54.08969337,-77.33587265,28,0.34,0.14,-0.41,-143,138,-194,-542,254,114,139,-15.9,75.6,33,0.56,-0.63,0.2,146,236,-167,-34,701,733,"C"
"8973",0.84,2.79,-89,3,0.06,0,-0.07,-9,3,26,26,570,-422,134,-23.4,-68.2,37,3.44,-1.43,-0.25,70,15,-355,330,-281,-481,-1.714817745,38.68158188,118.3559886,6,0.42,-0.45,-0.92,22,-1,54,-345,230,387,-176,12.8,111,39,-0.43,0.96,0.56,-61,303,220,-760,1180,-557,"B"
"17841",1.21,2.88,-87.6,3,-0.02,-0.03,-0.08,-8,3,27,41,571,-417,68.3,-22.4,43.9,15,2.41,-0.69,-0.31,44,136,-9,534,50,439,49.71723297,36.581082,93.20646572,13,0.02,-0.26,-0.15,45,60,101,-285,315,370,174,15.1,-52.8,24,0.5,-3.52,-0.67,140,-69,174,489,-766,95,"E"
"14210",1.36,6.93,-93.6,3,0.11,0.02,-0.07,-16,5,20,-2,598,-316,65.6,-0.92,94.1,29,-2.38,0.85,-0.54,-239,157,2,-64,283,590,74.9998823,12.05810323,80.63045762,3,-0.05,-0.03,0.1,3,17,18,-527,332,3,-177,54.4,179,29,-0.48,2.09,0.59,-192,131,-160,-686,211,548,"D"
"12662",121,25.3,-4.92,19,-0.39,-0.03,-0.44,-46,71,-168,9,591,-371,132,-74.3,76.9,36,0.4,-0.43,0.02,351,-17,32,686,135,229,-11.50824493,23.17254392,131.1123316,11,0.82,0.21,-0.54,24,-12,101,515,-537,-65,144,-9.21,91,37,0.27,-0.39,0.07,114,287,-198,-202,755,600,"C"
"18322",-2.74,2.47,-86.5,4,-0.1,0,0.02,-10,0,40,48,638,-289,0,0,0,19,-3.82,1.88,-1.36,-49,115,-137,727,1,126,79.86252894,-35.87518031,-64.71422231,29,0.95,-0.87,0.07,-99,202,-170,-418,418,123,160,-9.59,73.9,29,0.64,-1.16,-0.05,166,153,-172,-43,695,757,"E"
"534",124,25.9,-2.3,19,-0.39,-0.03,-0.46,-40,69,-172,1,579,-375,145,40.1,88.9,21,-2.79,0.9,-0.03,138,24,150,232,294,555,-26.42723458,29.28712634,117.0891816,7,0.72,-0.1,-0.49,21,-19,67,527,-522,-111,105,52.9,106,37,0.64,-2.57,-0.2,-67,312,-162,-596,658,628,"A"
"17100",126,11.2,51.1,15,0.18,0.16,0.07,-23,57,-135,22,624,-271,-46.8,28.8,-98.6,28,1.12,-0.8,1.03,-262,-57,-29,-324,235,604,-93.16855639,-53.6071252,-31.31730045,13,0.19,0.03,-0.25,-63,-99,-38,-513,351,-55,-71.9,1.27,176,54,-0.14,-0.06,-0.11,-436,-306,-31,-387,-426,-17,"E"
"18223",-3.19,-3.44,-83.3,3,0,-0.31,-0.51,-3,-23,25,52,620,-321,0,0,0,39,4.26,-2.28,0.94,-311,212,-30,-63,397,517,79.89139965,-37.59159055,-63.48384945,29,-0.32,1.19,0.25,-104,203,-168,-472,383,63,141,18.2,148,24,-1.38,4.74,-0.11,-68,134,-175,-683,341,723,"E"
"13079",121,25.6,-6.24,19,-0.45,-0.03,-0.44,-39,70,-170,-1,591,-369,104,27.6,47.7,28,-0.24,-0.14,0.11,235,6,145,356,239,529,0,52.18342798,104.8962047,5,0.66,-0.22,-0.16,23,0,40,481,-565,-129,-157,47.9,-132,29,0.14,2.44,0.82,-164,-61,-230,-457,-342,179,"D"
"10530",1.93,6.12,-92.7,3,0.08,0,0.05,-17,6,22,8,601,-313,69.6,5.04,60.8,25,-2.62,1.24,-0.52,-181,159,-3,204,253,560,-119.6480073,-26.15144906,26.15144906,2,-0.02,0.14,0.08,-5,-18,5,-579,227,10,-158,45.9,-137,25,-0.16,0.11,-0.25,-99,-110,-193,-524,-202,351,"C"
"7283",-0.15,5.01,-88.3,5,0.06,-0.02,-0.02,-16,-1,42,40,633,-299,0,0,0,21,-4.75,2.75,-0.39,-43,186,-76,714,88,147,96.9276596,-37.8326142,-44.30841336,31,-0.51,1.45,0.25,-112,250,-130,-258,536,106,152,17,94.5,37,-0.88,3.28,0.94,175,297,-110,-299,801,946,"B"
"6883",1.58,6.15,-91.8,2,0.06,0,0,-15,3,16,18,600,-315,77.2,-5.71,66.2,20,2.15,-1.03,0.11,-114,163,-10,196,325,503,25.17363124,17.67441223,126.0972643,7,0,0.05,-0.08,12,17,65,-493,340,109,137,1.88,110,45,0.06,-2.28,-0.41,-3,405,-165,-383,754,616,"B"
"19129",0.24,4.51,-88.5,5,-0.05,0,0.02,-13,2,44,43,641,-305,0,0,0,22,4.01,-2.5,0.52,-15,116,-182,728,62,130,54.39661812,-53.59212166,-75.67949809,30,1.01,-0.42,-1.44,-148,150,-199,-541,281,71,149,-3.47,88.7,31,-0.1,0,-0.16,194,170,-166,-28,682,819,"E"
"13055",121,25.6,-6.52,20,-0.45,-0.03,-0.43,-44,70,-173,3,582,-362,96.8,9.45,49.2,30,-0.93,0.05,0.1,220,22,188,327,258,528,8.4,26.4,129.3,10,0.58,-0.24,-0.2,25,8,92,523,-516,-31,-155,44.4,-119,36,-0.24,-0.56,-0.97,-70,-276,-209,-355,-452,80,"D"
"8871",-0.61,6.19,-88,5,-0.06,0.02,0.03,-22,0,45,51,632,-304,0,0,0,35,0.71,-0.37,-0.62,-214,260,-37,-431,442,359,71.31694612,-41.5278043,-69.41021132,28,0.19,0.19,-0.18,-111,180,-176,-558,239,87,180,14.8,-107,36,-1.06,3.31,0.07,-71,-245,-248,-170,-555,88,"B"
"16731",136,27.4,-4.36,24,-0.75,-0.02,-0.07,-55,62,-225,-20,506,-487,23.2,22.8,-36.3,9,1.65,-1.14,0.54,18,11,82,-100,371,555,-63.00830202,7.191707955,93.5299929,7,-0.1,0.27,-0.33,5,-41,56,442,-591,-126,135,37.1,126,38,0.16,-0.98,-0.11,-170,278,-181,-656,493,474,"E"
"16799",128,23.5,14.2,19,-0.34,0,-0.39,-46,68,-170,9,591,-356,-137,-41.7,90.3,42,3.47,-2.26,-0.05,328,-170,-179,495,-271,-412,-17.5159492,11.6439735,135.9793394,11,0.45,-0.08,-0.23,12,-18,101,489,-558,-57,-167,41.3,-101,33,-0.96,3.6,0.84,-69,-151,-272,-223,-618,-182,"E"
"16409",8.37,3.57,-90.7,2,-0.08,0.05,0.48,-18,9,-9,19,547,-413,62.6,-36.2,52,13,-3.63,1.75,-1.35,-19,121,23,579,17,397,-122.2025323,0,-34.87710036,5,-0.59,1.03,1.05,0,-44,-16,-626,108,-92,-145,7.48,-54.2,39,-0.88,-2.41,-0.77,148,-228,-262,335,-602,-108,"E"
"18545",144,-34.4,130,20,0.34,0,-0.66,45,27,-184,175,585,-350,-19,-21,-47,13,-1.54,-0.1,0.56,-26,-77,92,471,95,490,61.09732152,-26.38060036,-88.90535612,18,0.06,0.02,0.02,-45,99,-134,-519,318,53,0,0,0,57,1.27,0.13,0.46,-170,532,-21,-437,765,543,"E"
"13657",12.2,-0.99,-82.8,2,0.18,-0.13,-0.26,9,11,-19,86,431,-570,71,-2.14,95.9,28,2.49,-0.56,0.08,-203,176,-28,-122,248,625,-36.32719259,14.26167796,-117.8071737,1,-0.13,-0.06,0.15,2,-5,-13,-494,166,264,-173,9.78,86.9,40,-0.27,-2.65,0.03,-55,332,208,-495,1070,-502,"D"
"3255",0.35,5.08,-88,5,0,0,0,-15,2,45,52,635,-290,0,0,0,37,-0.02,0.03,0.02,-274,158,-177,-413,419,415,56.05681812,-50.8738668,-76.54794906,30,0.35,0.14,-0.28,-142,155,-202,-525,332,53,53.9,-47.4,160,32,0.1,-0.06,0.08,228,101,-195,121,566,654,"A"
"1680",1.63,5.89,-88,3,-0.05,0.02,-0.02,-15,5,27,63,572,-408,76.4,43.7,89.7,30,0.03,0.02,-0.02,-220,154,-110,-344,225,588,11.85790659,-61.30623892,94.29405816,38,0.21,-0.1,0,-214,44,301,-438,230,308,156,-61,143,36,-0.22,-0.22,0.31,-54,279,210,-461,981,-389,"A"
"9424",122,25.9,-3.58,19,-0.4,-0.03,-0.46,-37,70,-170,-7,585,-367,84.5,24.1,49.8,23,-2.04,0.55,-0.2,171,33,139,293,298,518,-66.66195361,12.95660689,88.70683033,11,0.21,-0.77,0.62,14,-67,84,489,-566,-107,140,43.7,152,29,0.18,4.16,2.99,61,259,-91,-683,311,895,"C"
"9933",1.2,2.08,-88.3,2,0,0,0.02,-7,1,22,26,568,-434,113,-23.1,-22.8,28,4,-1.73,-0.15,134,101,-223,702,-153,-187,-101.5169348,-38.22207697,-38.22207697,5,-0.03,-0.24,0.08,-18,-41,-18,-504,126,275,-175,13.4,82.8,43,0.08,3.02,0.72,6,385,170,-191,796,-407,"C"
"9457",122,25.9,-4.13,19,-0.43,-0.03,-0.43,-38,70,-170,-1,592,-359,123,47,98.6,9,0.22,-0.29,0.23,18,14,83,-326,357,525,-96.50107213,-43.66888328,39.11403724,17,1.17,-0.47,-0.54,-71,-138,64,156,-731,-106,161,37.2,-141,22,0.92,-3.87,-1.48,-56,38,-202,-390,-411,141,"C"
"12229",120,14.2,2.16,18,0.11,0.11,-0.16,-18,60,-163,28,593,-334,-46.9,27.8,-100,29,0.9,-0.72,0.9,-278,-62,-16,-312,264,598,-109.8782495,-44.73785744,14.04210009,8,0,0.19,-0.02,-34,-70,11,-469,409,-12,-19.2,48,-117,35,-0.34,1.46,0.05,-342,21,17,-668,456,516,"C"
"13643",-1.97,1.76,-88.1,1,-0.18,0.14,0.48,-4,-11,7,30,587,-405,106,-38.8,-7.17,34,0.45,-0.11,0.38,162,52,-287,719,-84,-110,68.11196259,2.099031534,-88.92264578,5,0.02,-0.08,-0.03,1,30,-37,-494,229,219,175,13.4,-16.2,27,0.13,-1.73,0.02,193,3,174,525,-492,8,"D"
"11838",126,-41.7,162,17,0.11,0.11,-0.16,50,44,-158,168,597,-310,-14.2,1.46,-44.5,14,2.39,-0.93,1,-105,-49,67,323,169,542,40.75980844,-33.03050848,-103.3075432,17,0.24,0.05,-0.1,-54,66,-143,-565,226,67,0,0,0,49,1.04,0.64,0.49,-336,337,7,-699,462,652,"C"
"5181",1.06,4.5,-87.9,4,-0.02,0,-0.02,-17,3,40,47,633,-311,0,0,0,38,0.02,-0.02,-0.07,-279,157,-184,-402,436,389,52.7202312,-50.72422948,-79.63006538,29,0.37,0.11,-0.18,-140,145,-206,-523,336,42,51.4,-40.4,157,33,0.02,0.03,0,227,111,-203,121,557,673,"A"
"17717",0.53,3.13,-88.3,3,0.1,-0.03,0,-4,0,33,38,574,-417,89.3,-17.6,32.4,19,2.31,-0.96,-0.39,55,172,-35,602,100,324,56.96363345,27.30429681,92.35591962,9,-0.4,0.03,0.33,24,48,71,-356,268,350,179,18.7,-72.1,26,0.14,-2.87,-0.46,77,-163,185,337,-854,139,"E"
"17889",0.84,3.06,-88.4,3,0.06,-0.02,-0.03,-12,5,31,24,576,-411,60,-15.1,55.6,16,-0.87,0.24,0.11,48,139,62,404,66,539,49.46713024,33.87619585,95.26850562,13,0.06,-0.05,-0.25,42,60,103,-254,294,391,-179,14.2,-14.5,33,0.16,-3.31,-0.34,219,152,180,565,-419,55,"E"
"4812",118,16,0.92,18,0.13,0.11,-0.15,-23,65,-160,24,603,-325,-42.9,-38.5,1.61,21,-0.74,0.24,0.03,116,-97,-142,726,-15,-12,0,-28.897541,128.1820917,4,0.02,0.05,-0.1,-11,0,37,-496,372,-139,16.6,23.9,-78.2,23,-0.39,1.19,0.43,-197,96,52,-464,755,687,"A"
"11189",0.88,4.28,-87.7,5,0,0,0,-13,1,45,45,633,-312,0,0,0,43,2.3,-1.88,1.38,-328,255,-71,-271,454,423,55.50843001,-54.65533463,-73.74442603,28,0.34,0.13,-0.38,-143,145,-185,-526,266,154,148,17.9,128,34,0.1,-0.02,0.3,-103,259,-184,-589,621,625,"C"
"12706",122,25.6,-3.65,19,-0.45,-0.02,-0.48,-37,68,-168,7,586,-364,22,11.6,-7.97,26,-2.41,0.34,0,216,-1,130,470,195,463,-6.803268187,26.36341129,129.8117897,9,0.53,-0.16,-0.2,23,-6,85,516,-541,-64,146,11.1,116,35,-0.11,1.83,0.33,-13,304,-160,-562,704,668,"C"
"3569",1.06,4.41,-87.8,4,0.02,0,0,-10,1,39,45,628,-325,0,0,0,37,-0.02,0,-0.02,-278,158,-180,-421,419,413,66.1067893,-48.50083124,-69.05257725,31,-0.03,-0.02,-0.1,-142,187,-194,-474,414,-17,-28.5,69.4,10.6,27,-0.31,1.89,0.31,-200,21,-178,-640,81,516,"A"
"9207",1.78,7.13,-92.3,2,0.02,0,-0.03,-13,5,16,21,601,-319,152,-33,-83.7,43,1.86,-0.69,0.23,36,-56,-413,286,-296,-483,38,18.7,114.3,5,-0.05,-0.14,-0.02,10,20,49,-488,349,72,138,35.6,140,35,-0.19,3.1,0.87,-108,289,-145,-670,518,711,"B"
"16170",137,-30.3,141,18,0.11,0.06,-0.03,35,48,-164,162,598,-372,-86.6,-22.6,74.1,49,1.51,-1.27,0.79,37,-223,-422,221,-204,-555,21.58284809,-42.29662725,-108.9447033,17,0.26,-0.24,-0.66,-69,36,-149,-561,231,90,0,0,0,40,1.61,-3,-0.18,-175,350,2,-710,376,642,"E"
"10859",1.06,4.93,-87.9,4,0.05,0,-0.02,-12,5,35,43,633,-306,0,0,0,35,0.69,-0.18,-0.16,-269,192,-96,-415,428,407,49.59210578,-51.62211603,-81.5352271,29,0.11,0.24,0.1,-139,134,-205,-547,262,88,149,39.9,160,22,0.02,-0.14,0.23,-119,38,-179,-681,356,675,"C"
"13530",119,16.7,0.57,18,0.18,0.11,-0.18,-20,60,-160,21,593,-329,-78,-33.8,32.1,33,0.27,-0.63,0.82,153,-148,-246,653,-113,-276,100.9655901,38.57869316,38.57869316,2,0.03,-0.14,-0.08,8,18,8,-375,497,-57,-85.8,26.4,-150,51,0.02,-1.36,0.08,-438,-244,-28,-468,-321,151,"D"
"19352",1.92,2.65,-86.2,2,-0.05,0,-0.02,-9,3,22,48,566,-431,83.9,-3.4,69,21,2.62,-0.77,0.49,-102,172,-22,199,192,606,61.91838241,27.31331502,87.63030614,12,-1.09,1.01,0.25,33,71,94,-308,301,358,-178,17.3,-61.1,25,0,-2.68,-0.46,127,-130,169,427,-833,134,"E"
"5107",114,21,-10.6,17,0,0.14,-0.23,-23,63,-157,19,599,-309,-121,-45.2,-52.8,21,0.26,-0.56,0.82,-178,-84,45,22,149,664,-93.02740141,-27.0549763,56.39426414,1,-0.32,0.14,0.02,-2,-6,4,-501,364,-193,16.5,5.77,-75.7,5,-0.35,-0.05,-0.44,-33,31,-5,8,657,477,"A"
"19283",0.32,5.76,-88.5,5,0.06,0,-0.02,-15,4,49,49,636,-295,0,0,0,14,0.08,-0.02,-0.08,5,131,-28,481,152,469,51.72448723,-53.34596391,-78.22926298,29,0.34,0.13,-0.36,-145,141,-201,-522,308,74,134,-4.47,77.1,35,0.1,0.35,0.26,152,262,-171,-42,709,675,"E"
"6058",2.15,2.64,-88.5,1,-0.06,0,0.02,-5,3,13,32,561,-442,84.9,12,113,30,0.43,-0.06,-0.11,-225,162,-102,-387,290,527,37.12364608,99.02003011,42.40245726,23,0.19,-0.08,-0.28,189,82,93,297,399,342,178,22.5,89,40,0.11,1.77,0.52,74,334,186,-325,926,-446,"B"
"904",119,17.3,-2.78,18,0.13,0.11,-0.15,-24,63,-165,29,592,-337,-64.4,-23.5,-118,30,0.02,-0.47,0.66,-291,-57,-37,-364,263,558,12.06785531,129.8243452,24.31608692,1,-0.21,0.1,-0.02,8,1,2,-476,384,-208,-4.28,19.9,-98.5,25,-0.55,2.67,0.92,-224,93,52,-558,704,703,"A"
"9944",1.1,3.66,-88.6,3,-0.11,0,-0.1,-8,6,27,46,570,-430,90.5,5.09,114,31,-0.85,0.27,-0.21,-229,174,-84,-323,301,550,112.9064176,5.653088706,-43.75878888,4,0.47,0.29,0.05,2,32,-15,-483,223,254,-173,10.1,115,37,-0.05,0.03,0.16,-82,280,211,-729,1180,-550,"C"
"16056",-27.8,60,-92.2,8,0.13,-0.03,-0.02,-65,-3,48,142,501,289,139,55.9,91.7,38,-0.02,-0.11,0.18,-277,126,-211,-500,453,92,59.9,62.4,62.4,10,0.19,0.14,-0.95,58,56,58,-486,162,298,177,-17.9,136,35,-0.35,-0.14,0.49,-216,139,222,-758,982,-250,"E"
"14041",-9.84,2.56,-85.6,3,0.05,-0.13,-0.82,-14,-13,28,57,577,-410,113,-24.1,-28.8,35,3.4,-1.16,0.51,131,27,-312,634,-153,-302,52.66002952,16.83261367,101.2450579,10,-0.4,0.56,0.03,16,48,81,-265,318,375,-178,16.2,-20.5,22,-0.75,-5.07,-0.57,121,117,142,469,-487,-47,"D"
"19377",139,21.6,25.8,22,-0.35,-0.02,-0.39,-50,64,-200,26,541,-442,123,35.6,70.7,15,3.6,-2.47,0.26,7,62,131,176,304,582,-85.66104675,-19.004867,67.79147277,14,1.11,-0.4,0.1,-25,-100,83,234,-705,-92,161,-2.82,88.4,42,-0.24,-1.69,-0.57,71,359,-183,-140,730,579,"E"
"8475",117,15.6,-4.61,18,0.19,0.1,-0.18,-17,60,-161,16,607,-323,-54,-25.3,-2.06,21,-1.85,-0.02,0.64,113,-117,-118,734,-36,-1,-118.6769802,-38.29226995,-2.768005965,7,-0.05,0.39,-0.07,-27,-67,-2,-478,395,-72,-41.6,18.8,179,40,-0.79,2.99,0.71,-351,-183,25,-622,-29,416,"B"
"13573",119,17.8,-0.42,18,0.06,0.1,-0.18,-26,62,-162,11,602,-336,-46.4,-26.8,-25.5,11,2.1,-1.01,0.54,59,-86,-20,651,68,282,99.42375737,53.78853341,18.73934092,2,0.02,0.26,-0.07,11,18,4,-374,497,-52,-82.2,63.1,-137,43,-0.32,2.57,0.25,-409,-98,24,-669,102,400,"D"
"19481",138,23.7,14.1,23,-0.55,-0.03,0,-40,69,-206,20,532,-461,39.8,-33.6,-168,17,2.54,-1.36,-0.07,103,56,121,115,336,559,-25.1700911,29.96358564,117.428376,11,0.77,0.22,-0.75,32,-27,100,578,-452,-40,135,3.64,87.7,39,0.58,0.72,0.49,95,334,-155,-200,772,678,"E"
"5044",122,-44.7,174,17,0.05,0.13,-0.2,49,43,-158,174,602,-312,39.4,79.6,-15.2,26,0.61,-0.8,1.05,-255,-21,-13,-214,371,542,48.57029171,-34.94084604,-95.34139021,16,0.11,-0.03,-0.05,-55,75,-131,-547,290,48,0,0,0,44,0.64,1.67,0.74,-55,430,11,-308,834,785,"A"
"6248",0.81,2.38,-88.4,3,-0.08,-0.02,-0.1,-8,7,26,34,570,-427,117,-30.7,-38.7,31,-3.1,0.72,-0.11,113,68,-269,559,-181,-377,37.53223451,66.69481812,76.83646577,13,1.3,-0.96,-0.62,81,48,91,-81,363,407,173,17.4,-117,29,-0.06,-3.1,-0.39,-106,-168,202,-231,-454,35,"B"
